orthogroup gr01 gr02	sp01 sp02	spM01 spM02
OG0000315 -14.6428389729529 -14.6428388661692	-13.9678209366418 -13.9678195217573	-14.0108138114576 -14.0945200009143
OG0000316 -16.8400642497011 -17.0029739969739	-16.772433942504 -16.5628151182875	-16.3126425997075 -16.3357320366535
OG0000317 -13.1511857839256 -13.1511845549885	-13.1097049857745 -11.6297427379476	-13.1494700739447 -13.2590303323076
OG0000318 -15.8095101678132 -18.2716573569031	-17.7165570445752 -17.716576213659	-16.2671342715463 -17.0915070194787
OG0000319 -14.4196952660046 -14.4196943038835	-14.3469043387383 -14.3469042530845	-14.2450200412394 -14.3240695425649
OG0000320 -14.2373729767641 -14.2373727468107	-14.164706613989 -14.1645819692186	-14.0729443746781 -14.2228422846171
OG0000321 -13.4388681351658 -13.4388628538634	-13.0389391918728 -13.0389397941707	-13.0252365151134 -13.0228785728427
OG0000322 -16.1356656460781 -16.1624889136048	-14.7582323606017 -14.6914207005317	-15.5166483957025 -15.4769229631534
OG0000323 -14.3551575526939 -14.355155782467	-14.3137074817382 -14.3137071184821	-14.3534791002999 -14.3531635730413
OG0000324 -14.6428388556654 -14.6428391418345	-14.6013896182436 -14.6014800862734	-14.2194341109694 -14.1958049311318
OG0000325 -18.7998471855306 -18.7997648323416	-18.2338947102835 -17.8569030673636	-17.6218994649881 -17.6318660224299
OG0000326 -16.5177145920089 -16.8141183544743	-16.3844985375696 -16.3866356770175	-13.7627897418841 -13.580889770348
OG0000327 -15.5591334664398 -15.5591299850881	-14.4953983556813 -14.495396693142	-15.4080574945914 -15.7917755334861
OG0000328 -16.2737177304568 -16.9250936060198	-16.1612922630787 -16.1612877587267	-15.6423205180921 -15.6444763937683
OG0000329 -17.2002330083595 -17.2935257221999	-17.0594612524112 -17.0594597396671	-15.5318341392094 -16.3028406386162
OG0000330 -15.4537682664541 -15.4537695736135	-15.3809778837614 -15.386775726372	-15.4523411625176 -15.4522395261764
OG0000331 -10.2872013939318 -13.1511845549868	-13.1097348714933 -13.1829292122924	-13.0567969865635 -13.0555274678591
OG0000333 -11.7045761262595 -13.4388628538634	-13.3974167146767 -13.53487964738	-13.4370974663956 -13.5112379933056
OG0000335 -15.0483056811343 -15.0483044234513	-14.975513025944 -15.1587349662763	-15.0469521817832 -15.0468476528922
OG0000336 -16.8005165408942 -17.2071304716408	-16.1558522269652 -16.1558585260103	-15.3837584251261 -15.3494217907596
OG0000337 -13.1510897717359 -13.1511845549868	-13.1097348688936 -13.1097336841068	-13.0567969865635 -13.0555580411801
OG0000341 -15.2713663635691 -15.2713656085744	-15.2232501483729 -16.1970937600618	-15.1624622051313 -16.9452386339265
OG0000345 -14.8658957680814 -15.0008339238134	-14.8177849723488 -14.8463056862624	-14.6949704323323 -14.5326470112593
OG0000346 -17.3989310609925 -17.949139115801	-17.4302856414168 -17.4302789649127	-16.4109639982019 -16.8488186765702
OG0000347 -17.358046656012 -17.3580462361135	-16.8309873305576 -16.8309346717169	-16.2171280757272 -16.2176928296201
OG0000348 -15.4712027280466 -15.4712026460678	-14.2862457740359 -14.2751368604299	-12.7881050720469 -12.787998248651
OG0000349 -16.3121581365632 -16.4190081204256	-16.2293311723366 -16.2293017715549	-16.1655887699664 -16.1656296925192
OG0000350 -18.6082080034641 -18.6076719067156	-16.9824183198499 -16.9768749431671	-16.4141604153765 -16.4150897990144
OG0000351 -15.271366206623 -15.2713656296559	-15.2232554517398 -15.227979397182	-15.1624616620283 -15.1624613341403
OG0000352 -13.3742454500334 -13.3742450060839	-13.3074358492155 -13.4738674685938	-13.2562874866457 -13.2614701943344
OG0000353 -17.949140598916 -17.949179137025	-17.4302998152032 -17.4302836324252	-16.8471211651135 -16.8516342268015
OG0000354 -13.3742454500626 -13.3742450060839	-13.3074350716194 -13.473867468596	-13.2198143369932 -14.5534755534101
OG0000355 -14.8658956997791 -15.0008339238134	-14.2680404253723 -14.9149787147469	-14.3434827451292 -15.1089808958032
OG0000356 -13.6619260417844 -14.117484258881	-13.5951327139804 -13.5951319595563	-13.6606424075521 -12.982604727643
OG0000357 -18.5971501205354 -18.5972657466975	-17.821118013734 -17.8207658247857	-16.8589473779371 -16.8885021403432
OG0000359 -14.0673927772244 -15.9864010558294	-13.4647046932005 -13.4648004334338	-14.0652337079517 -14.0657535852326
OG0000360 -13.3742457404466 -13.3742451141942	-13.3261244810513 -13.3362243697726	-13.3725230231774 -13.371887459512
OG0000361 -16.8991812720178 -16.9311968865741	-16.3889036945636 -16.3889065411825	-16.6958903284641 -16.6887655132404
OG0000362 -12.9687803690798 -12.968779487673	-12.920665036055 -12.9231894974346	-12.9671106726095 -13.0456964758647
OG0000363 -15.9941159329498 -16.3506199433806	-15.7646274882807 -15.6996515245862	-16.2005395552871 -16.3179523072831
OG0000364 -13.2564627983503 -13.2564626551243	-13.189729541655 -13.1896753586564	-13.2550575166366 -13.1711204737503
OG0000365 -16.4190296403581 -16.43427785524	-15.8544404511136 -15.8545643343173	-16.2356992628431 -16.2351980336837
OG0000366 -16.9175880203156 -17.2405702199893	-16.7131999241724 -16.7131981137331	-16.631807910075 -16.7171902258016
OG0000367 -13.5441424377288 -13.5441414236279	-13.4960292492967 -13.496117803852	-13.4352471388519 -17.3480139980764
OG0000368 -17.1914528908469 -17.1914385431229	-17.018300871169 -17.0175974346858	-16.7841202988992 -16.7841455120958
OG0000369 -13.2564624067747 -13.2564626549602	-13.1896569849439 -13.1896753586564	-13.2550450516516 -13.1711204619924
OG0000371 -17.4735400936527 -17.4735340651732	-17.1657544977115 -17.1649126304293	-16.5030540007331 -16.5198307654979
OG0000375 -13.4340467950332 -13.4340534909706	-13.4060630957834 -13.4060656233573	-12.8575649473557 -12.8572770431827
OG0000376 -12.7409063101017 -12.7409040010971	-12.7129146799293 -12.7128489990394	-12.7256087504056 -14.7181850226344
OG0000377 -12.7408927725 -12.740904001115	-12.6415807038268 -13.088696624097	-12.510469845718 -12.5194212824666
OG0000378 -16.1071769749964 -16.1801487918273	-15.5931143819293 -15.5931163423289	-15.6580338194583 -15.6574888471106
OG0000379 -13.0285879924615 -13.0285880678879	-13.0005981960765 -13.0005980774511	-12.9650869552987 -16.5423855084444
OG0000380 -15.0434913144428 -15.0434914607632	-14.5109320473212 -14.5114736325525	-13.8647002910249 -13.8646988382226
OG0000381 -12.7408927720718 -12.740904001115	-12.641580700583 -13.088696624097	-12.7268330836547 -13.2087663198927
OG0000382 -15.4831209805279 -15.8532631088669	-15.3218623082628 -15.321907074203	-15.2688982811569 -16.442317000009
OG0000383 -12.7408927729284 -12.740904001115	-12.7129146790057 -12.7128489990394	-12.6774215730077 -16.527938359164
OG0000384 -13.4340471092164 -13.4340534909699	-13.4060630955027 -13.4060656233573	-13.4187629581524 -13.4189933602731
OG0000385 -14.1272006921116 -14.1272004936729	-14.0992105481708 -14.9837860111183	-13.7005915165039 -16.1144006498495
OG0000386 -16.7813174762559 -17.2945563619987	-16.8141940545278 -16.8143513211737	-16.0007061102636 -15.8135885494955
OG0000387 -18.2011796415243 -18.2155300834569	-17.6830340512205 -17.6830736038301	-17.2910046927691 -17.2926081168753
OG0000388 -14.6380261506976 -14.6380251887806	-14.6100359358902 -15.4572085313206	-14.5745459680557 -15.1600044893654
OG0000389 -14.8203479523441 -14.8203480420558	-14.7923576207107 -14.8041921039749	-14.5776981623121 -14.5927969350638
OG0000390 -17.5019342025963 -17.5019362738924	-17.1754885772668 -17.1753509314483	-16.8076323102199 -16.8180888795198
OG0000391 -12.7753470605878 -13.4340534894466	-12.9137423739411 -12.9014899518002	-13.0175327367091 -13.0106167718007
OG0000392 -13.9448778795045 -13.9448791823243	-13.4123197863102 -13.4123243576585	-13.5224004117367 -13.8554643435848
OG0000393 -17.9215555809357 -17.9216153381063	-15.5922236069877 -15.5887407906648	-17.1153551987931 -17.1459681600365
OG0000394 -17.6745524948528 -17.6847096131362	-16.8702760634182 -16.8869457319471	-16.7151400943111 -16.7330687408509
OG0000395 -12.7409063105435 -12.7409040010971	-12.7129146805366 -12.7128489990394	-12.6774215097881 -13.1515887561954
OG0000397 -16.4239103829078 -16.4239105166711	-16.349178222527 -16.3491664240941	-16.2114855787407 -16.2115899929437
OG0000398 -15.4489568393426 -15.4515175313341	-14.9163973295517 -14.9272727110657	-15.3832024187503 -16.8497958002647
OG0000399 -14.6380247112071 -14.6380261341858	-14.105467020549 -14.1054680890568	-13.4592382778194 -13.459233680321
OG0000400 -13.8394870923964 -13.8395187926466	-13.2734758127008 -13.2807551767232	-13.6133427115196 -15.3991218283998
OG0000401 -16.4239111005967 -16.4239107318729	-15.8398836158055 -15.8456431592414	-16.0903772936764 -16.0890927537453
OG0000402 -13.0285879970272 -13.0285865855626	-13.0005981965467 -13.0005979831394	-12.9650869620197 -16.6061041457944
OG0000403 -15.4489549868236 -15.4489566413875	-15.42096611738 -15.4247023498413	-15.0135835301406 -15.2184370304852
OG0000404 -13.1463721504888 -13.1448842901376	-11.6366114689477 -12.613812110148	-13.0837986414891 -13.1497734802088
OG0000405 -13.0537010377304 -13.4340534894458	-12.9137423651985 -12.9014899518002	-13.3715180117837 -13.4029329618636
OG0000406 -16.3904308009873 -17.1624361472861	-16.9077742562573 -16.9077582896051	-15.9191392097661 -16.571477966705
OG0000407 -13.4340253918005 -13.4340534894472	-12.9137424022513 -12.9014899518002	-13.0175327367207 -13.0106167718007
OG0000408 -16.9546027102646 -16.954587884084	-16.7230439279882 -16.7230342853122	-16.3365373217986 -16.3370293953425
OG0000410 -17.1119540100856 -17.1120152102171	-16.6259918487483 -16.6259905545303	-16.5850605042893 -16.5843712249448
OG0000414 -16.4517892151897 -16.4517829727654	-12.8693996528847 -12.8688548990858	-14.7369399466938 -14.6729089947949
OG0000415 -12.4653942146189 -12.4653258783845	-12.4525108447991 -12.4525111234753	-12.4212499320112 -12.4219765662241
OG0000416 -14.8857576693697 -14.8857634339472	-14.7458946814848 -14.7459599858389	-14.5602352241307 -14.7539010532169
OG0000417 -13.6693646172975 -13.669368167469	-13.6564840834352 -13.6564837339212	-13.6400832175362 -13.6739576501078
OG0000418 -13.2763200619685 -13.276325509741	-12.5919206662075 -13.1365223789512	-13.2333922296811 -13.2329252729188
OG0000419 -13.5640046374053 -13.5659425502202	-13.3345490770788 -13.4242041497809	-13.5209741029063 -13.5267758259757
OG0000423 -13.1585423582322 -13.1585419692	-13.1456641840884 -13.1456588860396	-12.8255392257195 -12.8443944304679
OG0000424 -12.7530767924344 -12.7530773619182	-12.7401930616718 -12.7401452118818	-12.4129051217464 -12.4266182604087
OG0000425 -15.1734457785049 -15.1734454809276	-14.7090313459727 -14.7088469881606	-14.8356139137813 -15.0676837856691
OG0000426 -17.655747825353 -17.6557923066914	-16.7595460133788 -16.7748895045267	-17.3016310862275 -17.3006376634894
OG0000427 -12.4653941867398 -12.4653258783845	-12.4525113307962 -12.4525111234753	-12.4216232686637 -12.4219765657467
OG0000428 -13.1585423583062 -13.1585419692	-13.1456641841033 -13.1456588860396	-13.1294275407483 -13.3515887027599
OG0000429 -15.1734454135128 -15.1734454808298	-14.7090313459727 -14.7086482664194	-13.739125328822 -14.0461834174153
OG0000430 -14.2571548796833 -14.2571544572551	-14.2444376024828 -14.2442705918372	-14.2278730035383 -15.6965345489043
OG0000431 -15.1734454487569 -15.1734454808683	-15.1605615786915 -15.1605613428438	-14.6796553231654 -15.8351692907845
OG0000432 -16.1509069539727 -16.1509017891717	-15.7084001460923 -15.7084002325884	-15.1804203717331 -15.1804204071614
OG0000433 -14.662619546638 -14.6626191249374	-13.9972569850245 -13.9972415722269	-14.6208066407127 -14.6194322644134
OG0000434 -13.1585422035956 -13.1585419691992	-12.4931544368772 -12.6003498129935	-12.8395564754353 -12.8336069118357
OG0000435 -13.1585420543925 -13.1585419692001	-13.1456583788524 -13.1456588860396	-13.1293142941812 -13.3515887011523
OG0000436 -13.1585420800427 -13.1585419692003	-13.145670920197 -13.1456588860396	-12.1412865075371 -13.3515887245989
OG0000437 -13.5640046378255 -13.5659425502202	-12.6923821516246 -13.4242041497809	-12.684972454732 -12.7173098054971
OG0000438 -14.7679792769313 -14.7679803425576	-14.1026245441309 -14.2685155770735	-14.7251336879546 -14.7288830677375
OG0000439 -14.0748232704736 -14.0748237079951	-13.9350298031278 -13.9350296351512	-14.0316374905041 -14.0339713872654
OG0000440 -12.465394186725 -12.4653258783845	-12.452511320695 -12.4525111234753	-12.421623268607 -12.4219765657449
OG0000441 -12.8708605117888 -12.8708603994597	-12.8579763796198 -12.8579887374733	-12.8415682108136 -14.164731306348
OG0000442 -12.8708605297927 -12.8708603994597	-10.9903349151903 -12.7310573471672	-12.5454307233078 -12.5452822111572
OG0000443 -12.8708605242064 -12.8708603994597	-11.0829919995043 -12.7310573471672	-12.5454307233079 -12.5452822111572
OG0000445 -12.465394186837 -12.4653258783845	-12.4525085453987 -12.4525111234753	-12.4361039708528 -12.4389697308374
OG0000446 -14.0748239486585 -14.0748237133117	-12.5699684431543 -12.5686730533129	-13.2295945789307 -13.2281402012414
OG0000447 -15.1734454672057 -15.1734454808623	-15.160561665765 -15.1605613428438	-14.6743557002172 -14.8330041445618
OG0000448 -13.9694725286787 -13.9694727313988	-13.8296716241151 -13.8296692322423	-13.940084066442 -13.7055359541968
OG0000449 -15.173445502763 -15.1734454808801	-14.5080671251867 -14.5080829738059	-14.8549932451744 -14.9582420849949
OG0000451 -13.5640046140953 -13.5659425502157	-13.5511217620186 -13.551097472111	-13.232594179023 -13.2421411766401
OG0000452 -17.1686563067729 -17.1686581671191	-11.6030452966618 -12.8294528884034	-11.2066039364887 -13.374085174107
OG0000453 -14.2571547174374 -14.2571547935329	-14.2442726379341 -14.2463704663309	-13.8075551101866 -13.9315633846184
OG0000454 -15.8538090310946 -15.8538078901391	-15.1769291842358 -15.3687866444695	-15.4387595602919 -15.4381310301446
OG0000455 -17.9609885434202 -17.9610784966296	-17.4042702960785 -17.4049526790154	-16.8026004109984 -16.8038737094045
OG0000456 -14.0748235272056 -14.0748237100141	-14.0619478898533 -14.1522374693236	-14.0455419494372 -14.0455416327863
OG0000457 -13.5640045899694 -13.5659425502112	-13.0992069168273 -13.0992214012301	-13.2346575763791 -15.8628241360657
OG0000458 -14.2571549106717 -14.2571547940924	-13.5918421583255 -13.5917824689879	-14.2137666774572 -14.2138491118487
OG0000460 -17.2738462968963 -17.2738035984884	-16.8299021806983 -16.8299094065072	-16.4515506096552 -16.6636540641354
OG0000461 -13.5640046380377 -13.5659425502202	-13.4284411844106 -13.4242041572775	-13.5209679716921 -13.5267758261522
OG0000462 -13.969472945865 -13.9694716524224	-13.829671644414 -13.829669224101	-13.9401129075706 -13.9307873807472
OG0000463 -14.7679802866014 -14.7679776367788	-14.7550970860679 -14.7550962771149	-14.7387031703504 -14.7867232631492
OG0000464 -12.8708598372315 -12.8708603994597	-12.8579763842699 -12.8579887374733	-12.8272666787286 -12.82745976609
OG0000465 -12.8706095923717 -12.8708603994597	-12.4060633648947 -12.4061280729151	-12.544048627162 -12.5404634655777
OG0000466 -13.1551038904512 -13.2182822835556	-11.5660867684041 -11.7002593972113	-11.9689882029212 -12.0568910547473
OG0000467 -13.1585405669872 -13.1585419691999	-12.6937457655582 -12.6937474792494	-12.8305271539422 -15.7062655096828
OG0000468 -15.5789109317744 -15.5789107810112	-15.5660265812647 -15.5660265536123	-14.6383211959104 -14.7322099297202
OG0000469 -13.1585420545406 -13.1585419692001	-13.1456583788835 -13.1456588860396	-13.1296217799986 -13.3515887011523
OG0000470 -13.8516896916207 -13.8516888915697	-13.838805189016 -13.8388766910412	-13.8223970463037 -13.8312346776841
OG0000471 -14.662620054265 -14.6626192853021	-14.5228164306646 -14.522816381635	-14.3371989823278 -14.3371456012159
OG0000476 -13.6439399155602 -13.6439405661616	-13.2442808520814 -13.2442779551427	-13.3990098173815 -13.3980661289882
OG0000478 -13.2384751528571 -13.2384745153138	-12.838805419688 -12.8388518558451	-12.8402823285595 -12.5461415344458
OG0000479 -16.8598976704071 -16.859899669169	-16.4475599596077 -16.447485096062	-15.9863513920642 -15.9862722520541
OG0000480 -12.9507936130302 -12.9507922366591	-12.9474600467355 -13.8503299202844	-12.8602732881724 -12.8001700046262
OG0000481 -12.5453252332588 -12.5453125460052	-12.5419861273359 -12.5578000688013	-12.5377126104874 -13.5002651755208
OG0000482 -13.238475153988 -13.2384720951983	-13.235135090456 -13.2351343183402	-13.2308603164747 -13.2310700746486
OG0000485 -14.8479134775279 -14.847913489341	-14.8298244527695 -14.8298348590768	-14.7727879921335 -14.7736176938808
OG0000487 -14.3370878314293 -14.3370879054772	-13.9374170541937 -13.9407285975576	-14.0929262304135 -14.0910437772521
OG0000488 -12.9507936180519 -12.9507936444547	-12.9474600392476 -13.8353860896044	-12.860273091401 -12.8001702361504
OG0000489 -12.5453252368452 -12.5453125460052	-12.3562105511396 -12.3562269096479	-12.4587119992777 -12.4575393809064
OG0000490 -15.2390762573788 -15.2390761801949	-14.9954854866784 -14.9954819812418	-14.9991714151827 -14.9980434161904
OG0000491 -12.5453252332663 -12.5453250410877	-12.5419861273359 -12.5580648489867	-12.5377122576057 -13.5002651755208
OG0000492 -12.5453252296641 -12.5453250410874	-12.5419873266161 -12.5578581782479	-12.5377028782394 -13.5002651717693
OG0000493 -13.2384751536109 -13.2384720951979	-13.0493577249995 -13.0493580034001	-13.1503506666969 -13.1500418627014
OG0000494 -14.8479134674852 -14.847913468882	-14.4482433648213 -14.4482453272444	-14.6024473172885 -14.6017841233396
OG0000495 -12.1398589476787 -12.1398635497079	-11.9507458520371 -11.9507464016369	-12.0529929174883 -12.0746349906917
